"avg","issue_d"
14.3956058937654,"Apr-2014"
13.8928372488574,"Aug-2014"
12.591891394642,"Aug-2015"
12.706161831765,"Dec-2014"
14.3480484610346,"Feb-2014"
13.9201504811307,"Jul-2014"
12.6961354613626,"Jul-2015"
13.8503230688632,"Jun-2014"
14.4482401477832,"Mar-2014"
13.9598397821874,"May-2014"
13.0945553604222,"Nov-2014"
12.8211267605634,"Nov-2015"
13.2988832735993,"Oct-2014"
12.3611568843711,"Oct-2015"
13.3927823873278,"Sep-2014"
12.6590579937851,"Sep-2015"
